多遗憾啊！	Too bad.
我每天都去学校。	I go to school every day.
他为我亲手所杀。	He was killed by my hand.
你能教我英语吗？	Can you teach me English?
他们变得很紧张。	They became very nervous.
“我会回来，”汤姆说。	"I'll be back," said Tom.
汤姆经常梦见她。	Tom dreamed of her often.
我喜欢在队伍里。	I like being on the team.
正方形有四个角。	A square has four angles.
你真的需要车吗？	Do you really need a car?
这个人靠不住的。	This man is not reliable.
我不再需要你了。	I don't need you anymore.
每个人都会犯错。	Everybody makes mistakes.
我们不能让你做。	We can't let you do that.
我必须做个决定。	I had to make a decision.
你是在找工作吗？	Are you looking for work?
没有人是不朽的。	No one of us is immortal.
那里有多少队伍？	How many teams are there?
你的意志力很強。	You've got a strong will.
不要告訴任何人！	Please don't tell anyone!
别让他们忘了我。	Don't let them forget me.
我也不喜欢那个。	I don't like that either.
请不要跟我说话。	Please don't speak to me.
他们不需要理由。	They don't need a reason.
我理解你说的话。	I get what you're saying.
我也在这儿上学。	I go to school here, too.
我要打几个电话。	I had some calls to make.
我觉得你发烧了。	I think you have a fever.
我今天签了租约。	I signed the lease today.
你法语说得好吗？	Do you speak French well?
我看我犯了箇錯。	I think I made a mistake.
我们一起去学校。	We go to school together.
我激动得睡不着。	I'm too excited to sleep.
你有什么建议吗？	Do you have a suggestion?
很多人都有夢想。	Many people have a dream.
汤姆说玛丽饿了。	Tom said Mary was hungry.
我想要一把湯匙。	I'd like to have a spoon.
湯姆失去了信譽。	Tom lost his credibility.
汤姆有很多才华。	Tom has multiple talents.
奶酪不是黄色的。	The cheese is not yellow.
梅拉妮在喝牛奶。	Melanie is drinking milk.
我会出席会议的。	I will be at the meeting.
那是汤姆承诺的。	That's what Tom promised.
汤姆出什么事了？	What's going on with Tom?
我对此负有责任。	I'm responsible for that.
我不喜欢搭便车。	I don't like hitchhiking.
可能不久会见你。	Maybe I'll see you later.
汤姆生病多久了？	How long's Tom been sick?
可以更具体些吗？	Can you be more specific?
我今天晚上死掉。	I'm going to die tonight.
我们需要人帮忙。	We need to get some help.
这是鸟类保护区。	This is a bird sanctuary.
我看见你在看她。	I saw you looking at her.
看看！车子着火了。	Look! The car is on fire!
花儿你买了没有?	Did you buy some flowers?
你应该竞选市长。	You should run for mayor.
你知道怎么说吗？	Do you know how to speak?
我变了这么多吗？	Have I changed that much?
其他学生都笑了。	The other pupils laughed.
我今天有个面试。	I have an audition today.
我去跟湯姆解釋。	Let me explain it to Tom.
汤姆，你有爱好吗？	Do you have a hobby, Tom?
那是我必須做的。	That's what I have to do.
你身体不舒服吗？	Are you not feeling well?
湯姆昨天缺席了。	Tom was absent yesterday.
你也不是省油灯。	You're no prize yourself.
咱俩是一丘之貉。	We're birds of a feather.
你有其他家人嗎？	Do you have other family?
哦，对！我记得那个。	Oh yeah, I remember that.
准备好继续了吗？	Are you ready to proceed?
他们想到哪儿去？	Where do they want to go?
汤姆没有穿鞋子。	Tom didn't have shoes on.
现在情况怎么样？	What's the situation now?
我丈夫没在城里。	My husband's not in town.
在哪里能借到车？	Where can I borrow a car?
你必须积极主动。	You have to be proactive.
汤姆似乎喝醉了。	Tom appeared intoxicated.
所有人都很兴奋。	Everyone is very excited.
数十人仍然失踪。	Dozens are still missing.
我如果能做，就做。	I would do it if I could.
那家伙让我发疯。	That guy drives me crazy.
我不是个母语者。	I'm not a native speaker.
我来自法国，你呢？	I'm from France, and you?
连小孩儿都会做。	Even a child could do it.
她借了我的剪刀。	She borrowed my scissors.
我不搬去波士頓。	I'm not moving to Boston.
汤姆是个好人吗？	Is Tom really a nice guy?
我们推迟了会议。	We postponed the meeting.
爸爸给我买了书。	Dad bought a book for me.
汤姆能游得很好。	Tom can swim pretty well.
我喝醉了，做不到。	I'm too drunk to do that.
汤姆要向我负责。	Tom is accountable to me.
第一印象很重要。	First impressions matter.
我不喜欢看电视。	I don't like watching TV.
我不是法语老师。	I'm not a French teacher.
他们拜访了首都。	They visited the capital.
汤姆把钟拆开了。	Tom took the clock apart.
汤姆和我都累了。	Both Tom and I are tired.
湯姆午夜才到家。	Tom got home at midnight.
我不认识那个人。	I don't know that person.
湯姆只是在瞎混。	Tom's just larking about.
萨米上传了图片。	Sami uploaded the photos.
他生气并打了她。	He got angry and hit her.
汤姆以前戴眼镜。	Tom used to wear glasses.
我倒觉得挺好的。	I think it's pretty good.
薩米正在切蘋果。	Sami was chopping apples.
她说她并非专家。	She said she's no expert.
他承认他犯错了。	He admitted he was wrong.
她说她可能会做。	She said she may do that.
湯姆穿著潛水服。	Tom is wearing a wetsuit.
我不知道他在哪。	I don't know where he is.
我被一辆车超了。	I was overtaken by a car.
他嚇得全身僵硬。	He was rigid with terror.
我母亲十分生气。	My mother is quite angry.
你的理由很充分。	Your reason is very good.
这句话有语病的。	This sentence has errors.
服务器有点儿慢。	The server is a bit slow.
不，一直是我在用。	No, I am always using it.
我有很多法语书.	I have many French books.
湯姆不想要香蕉。	Tom didn't want a banana.
我现在无处可去。	I have nowhere to go now.
你想吃鹰嘴豆吗？	Would you like chickpeas?
在这里有冰水吗？	Is there cold water here?
我现在有点时间。	I have a little time now.
你和他是朋友嗎？	Are you friends with him?
你和她是朋友嗎？	Are you friends with her?
你真的来自这里？	Are you really from here?
我快要到高潮了。	I am reaching the climax.
那顆蘋果很好吃。	That apple was delicious.
我们不卖生啤酒。	We don't sell draft beer.
我總是心情不好。	I'm always in a bad mood.
齊里正在喝咖啡。	Ziri was drinking coffee.
地下室被水淹了。	The basement was flooded.
汤姆买了新专辑。	Tom bought the new album.
玛丽买了鼠标垫。	Mary bought the mousepad.
比赛以平局结束。	The game ended in a draw.
房子烧成了灰烬。	The house burnt to ashes.
你住薩拉曼卡嗎？	Do you live in Salamanca?
这是今天的新闻	That's today's newspaper.
为什么电视开着？	Why is the television on?
他真的很没礼貌。	He really has no manners.
您的书很有意思。	Your book is interesting.
他的英语很蹩脚。	His English is very poor.
所有人都想知道。	Everybody wanted to know.
他藏在座椅之間。	He hid between the seats.
我正在喝蘋果汁。	I'm drinking apple juice.
那个位置很偏僻。	It's quite a remote spot.
湯姆不感到慚愧。	Tom doesn't feel ashamed.
我试着消磨时间。	I was trying to kill time.
没有真实的幻觉。	There are no real visions.
你吃过香蕉派吗？	Have you eaten banana pie?
我受够吃快餐了。	I'm fed up with fast food.
谁买这种艺术品？	Who buys this type of art?
他会让你吃灰的。	He will make you eat dirt.
你的面试怎么样？	How did your interview go?
你必須控制自己。	You must control yourself.
你把我当傻子吗?	Do you take me for a fool?
你用什么打开的？	What did you open it with?
我想要你的照片。	I would like your picture.
我们都非常想你。	We all miss you very much.
去年下了很多雪。	It snowed a lot last year.
你学习中国历史。	You study Chinese history.
我明白你的感受。	I understand how you feel.
火星上有生物嗎？	Is there any life on Mars?
传闻被爆是真的。	The rumor turned out true.
雨連續下了五天。	The rain lasted five days.
你想不想一起去？	Do you want to come along?
我想和你去旅行。	I want to travel with you.
我阿姨住在紐約。	My aunt lives in New York.
伦敦现在七点了。	It is seven in London now.
露西不会用筷子。	Lucy can't use chopsticks.
露西偶爾拜訪梅。	Lucy sometimes visits May.
我从没去过欧洲。	I've never been to Europe.
陰霾籠罩著倫敦。	The haze enveloped London.
晚餐马上就来了。	Dinner will be ready soon.
请把黄油递给我。	Please pass me the butter.
湯姆留著小鬍子。	Tom is growing a mustache.
终于开始下雨了。	At last, it began to rain.
丹买了台新电脑。	Dan bought a new computer.
这种尝试很荒谬。	It's nonsense to try that.
它变得越来越大。	It grew larger and larger.
这里离银行远吗？	Is the bank far from here?
約翰逗弄他的狗。	John makes fun of his dog.
我告诉你一件事。	Let me tell you something.
我们最好快点走。	We'd better get a move on.
我们最好快点做。	We'd better get a move on.
这个比那个更小。	This is smaller than that.
你是哪裡人，凱倫？	Where are you from, Karen?
您想再来点茶吗？	Do you want some more tea?
来嘛！给我个机会。	Come on! Give me a chance.
服务生，我要点菜。	Waiter, I'd like to order.
你去过北海道吗？	Have you been to Hokkaido?
您喜欢旧金山吗？	Do you like San Francisco?
你的母语是什么？	What's your mother tongue?
我三点钟来接你。	I'll pick you up at three.
经济在复苏之中。	The economy is picking up.
往右邊轉動鑰匙。	Turn the key to the right.
昨天是我的生日。	Yesterday was my birthday.
昨晚雨下得很大。	It rained hard last night.
他开始找工作了。	He began to look for work.
把你的孩子带来。	Bring your children along.
我们7点吃了早饭。	We ate breakfast at seven.
我们很乐意帮你。	We're willing to help you.
请回答我的问题。	Please answer my question.
我跑得尽可能快。	I ran as fast as possible.
我昨天踢了足球。	I played soccer yesterday.
我至少有十本书。	I have at least ten books.
我做不慣粗重活。	I'm not used to hard work.
我准許凱特回家。	I allowed Kate to go home.
我能跑得比肯快。	I can run faster than Ken.
我想修这块手表。	I want to mend this watch.
我亲眼见到了它。	I saw it with my own eyes.
我剛吃完了早飯。	I just finished breakfast.
